time,lat,lon,alt,vn,ve,vd,GPS_TOW,theta,p_bias,q_bias,r_bias,ax_bias,ay_bias,az_bias,navvd,anomaly
150.26,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.52517945,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.5810747,False
150.28,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.52326864,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.550376,False
150.3,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.5214568,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.5206375,False
150.32,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.51978415,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.489515,False
150.34,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.51848656,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.4601502,False
150.36,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.5169713,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.4305553,False
150.38,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.5153715,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.407564,False
150.4,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.51371443,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.37802,False
150.42,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.5121836,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.350623,False
150.44,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.51052815,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.322166,False
150.46,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.50917065,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.2940736,False
150.48,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.5077487,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.2729154,False
150.5,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.5065853,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.248817,False
150.52,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.5054912,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.229844,False
150.54,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.50468916,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.2063203,False
150.56,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.50389004,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.189885,False
150.58,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.50331193,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.171208,False
150.6,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.5026435,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.155716,False
150.62,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.5020174,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.145608,False
150.64,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.50142395,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.128642,False
150.66,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.50095385,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.119137,False
150.68,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.5005521,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.1041527,False
150.7,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.500146,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.096455,False
150.72,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.49984273,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.0843897,False
150.74,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.4995018,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.0725055,False
150.76,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.49933785,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.0639925,False
150.78,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.49921983,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.0526724,False
150.8,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.4992872,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.052087,False
150.82,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.49922028,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.0424547,False
150.84,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.49927214,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.038688,False
150.86,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.4993468,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.031078,False
150.88,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.49960703,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.0271564,False
150.9,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.49972814,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.025493,False
150.92,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.49996045,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.020599,False
150.94,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.5002676,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.0205812,False
150.96,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.5006166,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.014897,False
150.98,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.5008884,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.015935,False
151.0,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.5012662,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.0104256,False
151.02,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.5015301,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.0146127,False
151.04,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.5018997,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.010469,False
151.06,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.50209326,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.0123177,False
151.08,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.5025257,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.010463,False
151.1,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.50294673,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.013903,False
151.12,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.5034612,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.018559,False
151.14,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.50389695,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.021793,False
151.16,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.5044502,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.024613,False
151.18,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.5049581,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.022598,False
151.2,44.725815131614674,-93.07567671402816,273.2223815917969,2.0227237,-15.995269,-4.6435957,223134.0,0.50555277,0.016777486,0.0048350696,0.034485776,-0.17527449,-0.2761528,-0.13530423,-4.0254655,False
151.22,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.51221794,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.457794,False
151.24,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.5128033,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.4667377,False
151.26,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.51359576,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.4728875,False
151.28,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.5142665,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.4813426,False
151.3,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.5150743,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.4844785,False
151.32,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.51584387,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.4925563,False
151.34,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.5166101,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.4984055,False
151.36,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.51718813,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5073853,False
151.38,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.5178732,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5122676,False
151.4,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.51863635,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5178902,False
151.42,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.51946604,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.524615,False
151.44,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.5201157,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.535721,False
151.46,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.5205933,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5477002,False
151.48,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.5207454,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.549927,False
151.5,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.5208257,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5558512,False
151.52,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.52089745,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5550482,False
151.54,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.52079165,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5587766,False
151.56,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.5208478,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5574527,False
151.58,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.520842,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5626297,False
151.6,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.52093023,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5611892,False
151.62,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.5210031,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.563967,False
151.64,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.52121294,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5625997,False
151.66,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.52128196,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.564201,False
151.68,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.52159256,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5639932,False
151.7,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.5218557,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5626915,False
151.72,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.52223086,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.560586,False
151.74,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.5226291,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5567946,False
151.76,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.52311873,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5588434,False
151.78,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.52349067,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5571342,False
151.8,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.5240225,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5589697,False
151.82,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.5245456,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5561163,False
151.84,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.5249049,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5594242,False
151.86,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.52530026,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.556905,False
151.88,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.5256343,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5598507,False
151.9,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.5261446,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.554989,False
151.92,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.5265555,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.554047,False
151.94,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.52698934,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5511317,False
151.96,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.52713335,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5531173,False
151.98,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.5272803,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5529716,False
152.0,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.5272976,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.554055,False
152.02,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.5275097,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5515463,False
152.04,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.5274479,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5510767,False
152.06,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.5275764,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.555049,False
152.08,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.527455,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5545006,False
152.1,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.5274762,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5557854,False
152.12,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.5274598,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.555791,False
152.14,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.52757597,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5537481,False
152.16,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.5275406,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5489697,False
152.18,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.5276505,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5480933,False
152.2,44.72584063423455,-93.0758818886893,276.7789611816406,4.0637226,-16.398197,-3.1495345,223135.0,0.527868,0.019749017,0.0048709284,0.035147958,-0.1684948,-0.275432,-0.14669546,-3.5438488,False
152.22,44.72588211491375,-93.07608967261184,280.3382568359375,4.8674226,-16.501421,-3.6742692,223136.0,0.50302637,0.020913221,0.0071005975,0.034508724,-0.17088605,-0.26902482,-0.14999707,-3.7921305,False
152.24,44.72588211491375,-93.07608967261184,280.3382568359375,4.8674226,-16.501421,-3.6742692,223136.0,0.50333136,0.020913221,0.0071005975,0.034508724,-0.17088605,-0.26902482,-0.14999707,-3.7863312,False
152.26,44.72588211491375,-93.07608967261184,280.3382568359375,4.8674226,-16.501421,-3.6742692,223136.0,0.50391495,0.020913221,0.0071005975,0.034508724,-0.17088605,-0.26902482,-0.14999707,-3.789329,False
152.28,44.72588211491375,-93.07608967261184,280.3382568359375,4.8674226,-16.501421,-3.6742692,223136.0,0.5044849,0.020913221,0.0071005975,0.034508724,-0.17088605,-0.26902482,-0.14999707,-3.790437,False
152.3,44.72588211491375,-93.07608967261184,280.3382568359375,4.8674226,-16.501421,-3.6742692,223136.0,0.5051877,0.020913221,0.0071005975,0.034508724,-0.17088605,-0.26902482,-0.14999707,-3.7998686,False
152.32,44.72588211491375,-93.07608967261184,280.3382568359375,4.8674226,-16.501421,-3.6742692,223136.0,0.5056123,0.020913221,0.0071005975,0.034508724,-0.17088605,-0.26902482,-0.14999707,-3.803106,False
152.34,44.72588211491375,-93.07608967261184,280.3382568359375,4.8674226,-16.501421,-3.6742692,223136.0,0.50613195,0.020913221,0.0071005975,0.034508724,-0.17088605,-0.26902482,-0.14999707,-3.8129907,False
152.36,44.72588211491375,-93.07608967261184,280.3382568359375,4.8674226,-16.501421,-3.6742692,223136.0,0.5066184,0.020913221,0.0071005975,0.034508724,-0.17088605,-0.26902482,-0.14999707,-3.8141577,False
152.38,44.72588211491375,-93.07608967261184,280.3382568359375,4.8674226,-16.501421,-3.6742692,223136.0,0.5069919,0.020913221,0.0071005975,0.034508724,-0.17088605,-0.26902482,-0.14999707,-3.8203619,False
152.4,44.72588211491375,-93.07608967261184,280.3382568359375,4.8674226,-16.501421,-3.6742692,223136.0,0.50748533,0.020913221,0.0071005975,0.034508724,-0.17088605,-0.26902482,-0.14999707,-3.8198779,False
152.42,44.72588211491375,-93.07608967261184,280.3382568359375,4.8674226,-16.501421,-3.6742692,223136.0,0.5079529,0.020913221,0.0071005975,0.034508724,-0.17088605,-0.26902482,-0.14999707,-3.8222504,False
152.44,44.72588211491375,-93.07608967261184,280.3382568359375,4.8674226,-16.501421,-3.6742692,223136.0,0.5085348,0.020913221,0.0071005975,0.034508724,-0.17088605,-0.26902482,-0.14999707,-3.8211968,False
152.46,44.72588211491375,-93.07608967261184,280.3382568359375,4.8674226,-16.501421,-3.6742692,223136.0,0.5091546,0.020913221,0.0071005975,0.034508724,-0.17088605,-0.26902482,-0.14999707,-3.8225539,False
152.48,44.72588211491375,-93.07608967261184,280.3382568359375,4.8674226,-16.501421,-3.6742692,223136.0,0.5099059,0.020913221,0.0071005975,0.034508724,-0.17088605,-0.26902482,-0.14999707,-3.8202126,False
152.5,44.72588211491375,-93.07608967261184,280.3382568359375,4.8674226,-16.501421,-3.6742692,223136.0,0.5104611,0.020913221,0.0071005975,0.034508724,-0.17088605,-0.26902482,-0.14999707,-3.8209314,False
152.52,44.72588211491375,-93.07608967261184,280.3382568359375,4.8674226,-16.501421,-3.6742692,223136.0,0.51124376,0.020913221,0.0071005975,0.034508724,-0.17088605,-0.26902482,-0.14999707,-3.8214507,False
152.54,44.72588211491375,-93.07608967261184,280.3382568359375,4.8674226,-16.501421,-3.6742692,223136.0,0.51173854,0.020913221,0.0071005975,0.034508724,-0.17088605,-0.26902482,-0.14999707,-3.8246849,False
152.56,44.72588211491375,-93.07608967261184,280.3382568359375,4.8674226,-16.501421,-3.6742692,223136.0,0.5123804,0.020913221,0.0071005975,0.034508724,-0.17088605,-0.26902482,-0.14999707,-3.8265386,False
152.58,44.72588211491375,-93.07608967261184,280.3382568359375,4.8674226,-16.501421,-3.6742692,223136.0,0.512779,0.020913221,0.0071005975,0.034508724,-0.17088605,-0.26902482,-0.14999707,-3.829579,False
